,Unnamed: 0,Unnamed: 0.1,Warehouse id,Region,item_id,date,sales,pred,
2935,4127,4127,Wh-3,WEST,SKU-222,01/03/21,1409,22.4319807,-1386.568019
2934,4122,4122,Wh-3,WEST,SKU-221,01/03/21,13,-120.3435563,-133.3435563
2933,4117,4117,Wh-3,WEST,SKU-220,01/03/21,11,0.99853688,-10.00146312
2932,4112,4112,Wh-3,WEST,SKU-22,01/03/21,15,49.59547292,34.59547292
2931,4107,4107,Wh-3,WEST,SKU-219,01/03/21,2,-1.055809226,-3.055809226
3018,4542,4542,Wh-3,WEST,SKU-321,01/03/21,235,7.059252904,-227.9407471
3019,4547,4547,Wh-3,WEST,SKU-322,01/03/21,160,11.09294229,-148.9070577
3020,4552,4552,Wh-3,WEST,SKU-323,01/03/21,12,0.327813272,-11.67218673
3021,4557,4557,Wh-3,WEST,SKU-324,01/03/21,2,-0.255685108,-2.255685108
3108,4992,4992,Wh-3,WEST,SKU-57,01/03/21,102,6.623126764,-95.37687324
3107,4987,4987,Wh-3,WEST,SKU-56,01/03/21,424,81.79330171,-342.2066983
3106,4982,4982,Wh-3,WEST,SKU-55,01/03/21,90,7.01731887,-82.98268113
3105,4977,4977,Wh-3,WEST,SKU-54,01/03/21,48,5.34494247,-42.65505753
3104,4972,4972,Wh-3,WEST,SKU-53,01/03/21,214,8.921176825,-205.0788232
3103,4967,4967,Wh-3,WEST,SKU-51,01/03/21,1415,51.42527273,-1363.574727
3102,4962,4962,Wh-3,WEST,SKU-50,01/03/21,597,17.74290602,-579.257094
3101,4957,4957,Wh-3,WEST,SKU-5,01/03/21,117,9.167755445,-107.8322446
3100,4952,4952,Wh-3,WEST,SKU-49,01/03/21,547,16.48556812,-530.5144319
3099,4947,4947,Wh-3,WEST,SKU-47,01/03/21,1527,70.44827272,-1456.551727
3098,4942,4942,Wh-3,WEST,SKU-46,01/03/21,349,-12.32153354,-361.3215335
3097,4937,4937,Wh-3,WEST,SKU-45,01/03/21,114,26.13618839,-87.86381161
3109,4997,4997,Wh-3,WEST,SKU-58,01/03/21,163,23.76743734,-139.2325627
3096,4932,4932,Wh-3,WEST,SKU-44,01/03/21,292,6.319275797,-285.6807242
3094,4922,4922,Wh-3,WEST,SKU-42,01/03/21,137,5.690727471,-131.3092725
3093,4917,4917,Wh-3,WEST,SKU-41,01/03/21,109,16.17669157,-92.82330843
3092,4912,4912,Wh-3,WEST,SKU-402,01/03/21,5,-0.50537964,-5.50537964
3091,4907,4907,Wh-3,WEST,SKU-401,01/03/21,26,8.449107226,-17.55089277
3090,4902,4902,Wh-3,WEST,SKU-400,01/03/21,533,17.15940764,-515.8405924
3089,4897,4897,Wh-3,WEST,SKU-40,01/03/21,667,22.2369251,-644.7630749
3088,4892,4892,Wh-3,WEST,SKU-4,01/03/21,134,5.988587861,-128.0114121
3087,4887,4887,Wh-3,WEST,SKU-399,01/03/21,700,20.74762315,-679.2523769
3086,4882,4882,Wh-3,WEST,SKU-398,01/03/21,35,4.836688166,-30.16331183
3085,4877,4877,Wh-3,WEST,SKU-397,01/03/21,16,1.470606478,-14.52939352
3084,4872,4872,Wh-3,WEST,SKU-396,01/03/21,20,-2.289184821,-22.28918482
3083,4867,4867,Wh-3,WEST,SKU-395,01/03/21,11,-9.899349806,-20.89934981
3095,4927,4927,Wh-3,WEST,SKU-43,01/03/21,164,8.791776315,-155.2082237
3110,5002,5002,Wh-3,WEST,SKU-59,01/03/21,513,5.6842544,-507.3157456
3111,5007,5007,Wh-3,WEST,SKU-6,01/03/21,11,-2.223047233,-13.22304723
3112,5012,5012,Wh-3,WEST,SKU-60,01/03/21,319,7.811693659,-311.1883063
3139,5147,5147,Wh-3,WEST,SKU-88,01/03/21,131,11.2463051,-119.7536949
3138,5142,5142,Wh-3,WEST,SKU-87,01/03/21,84,0.348900913,-83.65109909
3137,5137,5137,Wh-3,WEST,SKU-86,01/03/21,50,1.933810837,-48.06618916
3136,5132,5132,Wh-3,WEST,SKU-85,01/03/21,367,1.84083628,-365.1591637
3135,5127,5127,Wh-3,WEST,SKU-84,01/03/21,3653,80.80363007,-3572.19637
3134,5122,5122,Wh-3,WEST,SKU-83,01/03/21,1266,23.93278131,-1242.067219
3133,5117,5117,Wh-3,WEST,SKU-82,01/03/21,45,0.056789851,-44.94321015
3132,5112,5112,Wh-3,WEST,SKU-81,01/03/21,27,2.382159377,-24.61784062
3131,5107,5107,Wh-3,WEST,SKU-80,01/03/21,36,29.46584412,-6.53415588
3130,5102,5102,Wh-3,WEST,SKU-8,01/03/21,167,12.47656479,-154.5234352
3129,5097,5097,Wh-3,WEST,SKU-79,01/03/21,238,7.435232034,-230.564768
3128,5092,5092,Wh-3,WEST,SKU-78,01/03/21,751,37.50230502,-713.497695
3127,5087,5087,Wh-3,WEST,SKU-77,01/03/21,392,16.52462749,-375.4753725
3126,5082,5082,Wh-3,WEST,SKU-76,01/03/21,116,0.023962305,-115.9760377
3125,5077,5077,Wh-3,WEST,SKU-75,01/03/21,101,3.374705681,-97.62529432
3124,5072,5072,Wh-3,WEST,SKU-74,01/03/21,267,64.72087804,-202.279122
3123,5067,5067,Wh-3,WEST,SKU-72,01/03/21,80,3.705634864,-76.29436514
3122,5062,5062,Wh-3,WEST,SKU-71,01/03/21,59,0.450981958,-58.54901804
3121,5057,5057,Wh-3,WEST,SKU-70,01/03/21,208,31.19237695,-176.807623
3120,5052,5052,Wh-3,WEST,SKU-7,01/03/21,672,52.39122331,-619.6087767
3119,5047,5047,Wh-3,WEST,SKU-69,01/03/21,76,156.2643086,80.26430856
3118,5042,5042,Wh-3,WEST,SKU-68,01/03/21,87,-22.24723782,-109.2472378
3117,5037,5037,Wh-3,WEST,SKU-67,01/03/21,471,2.619631509,-468.3803685
3116,5032,5032,Wh-3,WEST,SKU-66,01/03/21,410,4.117557452,-405.8824425
3115,5027,5027,Wh-3,WEST,SKU-63,01/03/21,82,14.84410959,-67.15589041
3114,5022,5022,Wh-3,WEST,SKU-62,01/03/21,224,20.06228497,-203.937715
3113,5017,5017,Wh-3,WEST,SKU-61,01/03/21,319,26.76017331,-292.2398267
3082,4862,4862,Wh-3,WEST,SKU-394,01/03/21,19,34.34806473,15.34806473
3141,5157,5157,Wh-3,WEST,SKU-9,01/03/21,349,3.35361804,-345.646382
3081,4857,4857,Wh-3,WEST,SKU-393,01/03/21,17,0.682704761,-16.31729524
3079,4847,4847,Wh-3,WEST,SKU-391,01/03/21,2,-12.74183888,-14.74183888
3047,4687,4687,Wh-3,WEST,SKU-362,01/03/21,141,2.027267889,-138.9727321
3046,4682,4682,Wh-3,WEST,SKU-361,01/03/21,47,3.973301125,-43.02669887
3045,4677,4677,Wh-3,WEST,SKU-360,01/03/21,38,9.556198222,-28.44380178
3044,4672,4672,Wh-3,WEST,SKU-36,01/03/21,336,13.70059264,-322.2994074
3043,4667,4667,Wh-3,WEST,SKU-359,01/03/21,134,5.296776612,-128.7032234
3042,4662,4662,Wh-3,WEST,SKU-358,01/03/21,3,1.976227366,-1.023772634
3041,4657,4657,Wh-3,WEST,SKU-357,01/03/21,37,14.59441506,-22.40558494
3040,4652,4652,Wh-3,WEST,SKU-356,01/03/21,42,3.013823616,-38.98617638
3039,4647,4647,Wh-3,WEST,SKU-355,01/03/21,10,2.502453399,-7.497546601
3038,4642,4642,Wh-3,WEST,SKU-354,01/03/21,15,0.760823501,-14.2391765
3037,4637,4637,Wh-3,WEST,SKU-353,01/03/21,85,20.42891637,-64.57108363
3036,4632,4632,Wh-3,WEST,SKU-352,01/03/21,92,24.46883757,-67.53116243
3048,4692,4692,Wh-3,WEST,SKU-363,01/03/21,428,16.74125323,-411.2587468
3035,4627,4627,Wh-3,WEST,SKU-351,01/03/21,105,1.666144576,-103.3338554
3033,4617,4617,Wh-3,WEST,SKU-35,01/03/21,145,3.083077115,-141.9169229
3032,4612,4612,Wh-3,WEST,SKU-343,01/03/21,747,1.921588436,-745.0784116
3031,4607,4607,Wh-3,WEST,SKU-341,01/03/21,60,1.666385823,-58.33361418
3030,4602,4602,Wh-3,WEST,SKU-34,01/03/21,59,-0.574633139,-59.57463314
3029,4597,4597,Wh-3,WEST,SKU-339,01/03/21,188,11.69177898,-176.308221
3028,4592,4592,Wh-3,WEST,SKU-332,01/03/21,106,3.89805705,-102.101943
3027,4587,4587,Wh-3,WEST,SKU-331,01/03/21,634,16.62982445,-617.3701756
3026,4582,4582,Wh-3,WEST,SKU-33,01/03/21,211,49.97454765,-161.0254523
3025,4577,4577,Wh-3,WEST,SKU-328,01/03/21,216,3.35361804,-212.646382
3024,4572,4572,Wh-3,WEST,SKU-327,01/03/21,37,8.482417267,-28.51758273
3023,4567,4567,Wh-3,WEST,SKU-326,01/03/21,50,5.065053809,-44.93494619
3022,4562,4562,Wh-3,WEST,SKU-325,01/03/21,2,3.402025146,1.402025146
3034,4622,4622,Wh-3,WEST,SKU-350,01/03/21,169,12.34764677,-156.6523532
3049,4697,4697,Wh-3,WEST,SKU-364,01/03/21,470,14.97853569,-455.0214643
3050,4702,4702,Wh-3,WEST,SKU-365,01/03/21,74,3.302577517,-70.69742248
3051,4707,4707,Wh-3,WEST,SKU-366,01/03/21,170,9.838479053,-160.1615209
3078,4842,4842,Wh-3,WEST,SKU-390,01/03/21,139,3.829044798,-135.1709552
3077,4837,4837,Wh-3,WEST,SKU-39,01/03/21,1451,126.3740579,-1324.625942
3076,4832,4832,Wh-3,WEST,SKU-389,01/03/21,97,1.573170019,-95.42682998
3075,4827,4827,Wh-3,WEST,SKU-388,01/03/21,59,-1.188325648,-60.18832565
3074,4822,4822,Wh-3,WEST,SKU-387,01/03/21,11,2.631853909,-8.368146091
3073,4817,4817,Wh-3,WEST,SKU-386,01/03/21,316,32.11303634,-283.8869637
3072,4812,4812,Wh-3,WEST,SKU-385,01/03/21,26,4.878863448,-21.12113655
3071,4807,4807,Wh-3,WEST,SKU-384,01/03/21,13,3.083077115,-9.916922885
3070,4802,4802,Wh-3,WEST,SKU-383,01/03/21,13,3.744694234,-9.255305766
3069,4797,4797,Wh-3,WEST,SKU-382,01/03/21,15,-0.207760497,-15.2077605
3068,4792,4792,Wh-3,WEST,SKU-381,01/03/21,349,11.64337187,-337.3566281
3067,4787,4787,Wh-3,WEST,SKU-380,01/03/21,329,39.98775168,-289.0122483
3066,4782,4782,Wh-3,WEST,SKU-38,01/03/21,585,12.07614086,-572.9238591
3065,4777,4777,Wh-3,WEST,SKU-379,01/03/21,976,20.93980409,-955.0601959
3064,4772,4772,Wh-3,WEST,SKU-378,01/03/21,27,2.833382583,-24.16661742
3063,4767,4767,Wh-3,WEST,SKU-377,01/03/21,41,3.774888364,-37.22511164
3062,4762,4762,Wh-3,WEST,SKU-376,01/03/21,19,-2.935946123,-21.93594612
3061,4757,4757,Wh-3,WEST,SKU-375,01/03/21,197,-7.087054864,-204.0870549
3060,4752,4752,Wh-3,WEST,SKU-374,01/03/21,292,13.61312617,-278.3868738
3059,4747,4747,Wh-3,WEST,SKU-373,01/03/21,17,0.066137587,-16.93386241
3058,4742,4742,Wh-3,WEST,SKU-372,01/03/21,264,11.44160195,-252.558398
3057,4737,4737,Wh-3,WEST,SKU-371,01/03/21,490,30.57124638,-459.4287536
3056,4732,4732,Wh-3,WEST,SKU-370,01/03/21,354,144.6520755,-209.3479245
3055,4727,4727,Wh-3,WEST,SKU-37,01/03/21,80,1.972870206,-78.02712979
3054,4722,4722,Wh-3,WEST,SKU-369,01/03/21,19,73.32553962,54.32553962
3053,4717,4717,Wh-3,WEST,SKU-368,01/03/21,193,15.18102935,-177.8189706
3052,4712,4712,Wh-3,WEST,SKU-367,01/03/21,80,-10.11909146,-90.11909146
3080,4852,4852,Wh-3,WEST,SKU-392,01/03/21,9,0.556420163,-8.443579837
4339,2237,2237,Wh-4,SOUTH,SKU-101,01/03/21,683,63.71683308,-619.2831669
4394,2512,2512,Wh-4,SOUTH,SKU-169,01/03/21,27,-0.493398487,-27.49339849
4341,2247,2247,Wh-4,SOUTH,SKU-103,01/03/21,193,11.68818057,-181.3118194
1646,287,287,Wh-2,EAST,SKU-190,01/03/21,227,1.687232217,-225.3127678
1645,282,282,Wh-2,EAST,SKU-189,01/03/21,25,0.433010229,-24.56698977
1644,277,277,Wh-2,EAST,SKU-187,01/03/21,20,2.544628681,-17.45537132
1643,272,272,Wh-2,EAST,SKU-186,01/03/21,117,4.186810951,-112.813189
1642,267,267,Wh-2,EAST,SKU-185,01/03/21,37,5.558452297,-31.4415477
1641,262,262,Wh-2,EAST,SKU-182,01/03/21,186,2.715963226,-183.2840368
1640,257,257,Wh-2,EAST,SKU-179,01/03/21,6,0.294744478,-5.705255522
1639,252,252,Wh-2,EAST,SKU-178,01/03/21,164,29.40593836,-134.5940616
1638,247,247,Wh-2,EAST,SKU-172,01/03/21,2,3.374946928,1.374946928
1637,242,242,Wh-2,EAST,SKU-17,01/03/21,643,18.77499419,-624.2250058
1636,237,237,Wh-2,EAST,SKU-167,01/03/21,54,1.891876802,-52.1081232
1635,232,232,Wh-2,EAST,SKU-166,01/03/21,59,15.99337587,-43.00662413
4340,2242,2242,Wh-4,SOUTH,SKU-102,01/03/21,154,2.827392007,-151.172608
1634,227,227,Wh-2,EAST,SKU-165,01/03/21,21,5.314989589,-15.68501041
4621,3647,3647,Wh-4,SOUTH,SKU-97,01/03/21,404,22.45306834,-381.5469317
4620,3642,3642,Wh-4,SOUTH,SKU-95,01/03/21,21,3.116145908,-17.88385409
4619,3637,3637,Wh-4,SOUTH,SKU-93,01/03/21,16,2.998726551,-13.00127345
4618,3632,3632,Wh-4,SOUTH,SKU-92,01/03/21,19,1.918955019,-17.08104498
4617,3627,3627,Wh-4,SOUTH,SKU-90,01/03/21,43,5.567558785,-37.43244122
4616,3622,3622,Wh-4,SOUTH,SKU-9,01/03/21,527,22.86810684,-504.1318932
4615,3617,3617,Wh-4,SOUTH,SKU-89,01/03/21,155,11.14110815,-143.8588919
4614,3612,3612,Wh-4,SOUTH,SKU-88,01/03/21,614,62.68283524,-551.3171648
4613,3607,3607,Wh-4,SOUTH,SKU-87,01/03/21,16,-9.240607351,-25.24060735
4612,3602,3602,Wh-4,SOUTH,SKU-86,01/03/21,88,15.03964769,-72.96035231
4611,3597,3597,Wh-4,SOUTH,SKU-84,01/03/21,152,12.65388991,-139.3461101
4610,3592,3592,Wh-4,SOUTH,SKU-82,01/03/21,133,7.7268606,-125.2731394
4622,3652,3652,Wh-4,SOUTH,SKU-98,01/03/21,210,23.46718478,-186.5328152
1647,292,292,Wh-2,EAST,SKU-194,01/03/21,33,4.189926863,-28.81007314
1648,297,297,Wh-2,EAST,SKU-195,01/03/21,18,-4.942367618,-22.94236762
1649,302,302,Wh-2,EAST,SKU-196,01/03/21,503,18.20898504,-484.791015
1676,437,437,Wh-2,EAST,SKU-237,01/03/21,208,20.08098044,-187.9190196
1675,432,432,Wh-2,EAST,SKU-234,01/03/21,288,5.931315515,-282.0686845
1674,427,427,Wh-2,EAST,SKU-233,01/03/21,102,29.34579135,-72.65420865
1673,422,422,Wh-2,EAST,SKU-232,01/03/21,46,13.62008174,-32.37991826
1672,417,417,Wh-2,EAST,SKU-231,01/03/21,108,5.799281588,-102.2007184
1671,412,412,Wh-2,EAST,SKU-230,01/03/21,158,-4.46694086,-162.4669409
1670,407,407,Wh-2,EAST,SKU-23,01/03/21,37,-0.243703955,-37.24370396
1669,402,402,Wh-2,EAST,SKU-226,01/03/21,13,1.870789161,-11.12921084
1668,397,397,Wh-2,EAST,SKU-225,01/03/21,10,5.191338408,-4.808661592
1667,392,392,Wh-2,EAST,SKU-224,01/03/21,6,5.792808516,-0.207191484
1666,387,387,Wh-2,EAST,SKU-221,01/03/21,205,32.28101373,-172.7189863
1665,382,382,Wh-2,EAST,SKU-220,01/03/21,625,30.1104342,-594.8895658
1664,377,377,Wh-2,EAST,SKU-22,01/03/21,119,5.723796265,-113.2762037
1663,372,372,Wh-2,EAST,SKU-219,01/03/21,80,5.444148851,-74.55585115
1662,367,367,Wh-2,EAST,SKU-217,01/03/21,6,-0.324938607,-6.324938607
1661,362,362,Wh-2,EAST,SKU-216,01/03/21,1009,92.64205754,-916.3579425
1660,357,357,Wh-2,EAST,SKU-214,01/03/21,138,17.07889673,-120.9211033
1659,352,352,Wh-2,EAST,SKU-211,01/03/21,276,8.418671849,-267.5813282
1658,347,347,Wh-2,EAST,SKU-210,01/03/21,136,58.48406344,-77.51593656
1657,342,342,Wh-2,EAST,SKU-21,01/03/21,207,12.11280806,-194.8871919
1656,337,337,Wh-2,EAST,SKU-208,01/03/21,76,8.328330709,-67.67166929
1655,332,332,Wh-2,EAST,SKU-206,01/03/21,931,34.60445327,-896.3955467
1654,327,327,Wh-2,EAST,SKU-205,01/03/21,201,14.42834735,-186.5716526
1653,322,322,Wh-2,EAST,SKU-20,01/03/21,240,1.56406353,-238.4359365
1652,317,317,Wh-2,EAST,SKU-2,01/03/21,14,0.872252282,-13.12774772
1651,312,312,Wh-2,EAST,SKU-199,01/03/21,881,22.05600157,-858.9439984
1650,307,307,Wh-2,EAST,SKU-198,01/03/21,81,1.497925943,-79.50207406
4609,3587,3587,Wh-4,SOUTH,SKU-81,01/03/21,795,54.96075898,-740.039241
4608,3582,3582,Wh-4,SOUTH,SKU-80,01/03/21,817,83.32383425,-733.6761657
4607,3577,3577,Wh-4,SOUTH,SKU-8,01/03/21,1264,80.25104956,-1183.74895
4606,3572,3572,Wh-4,SOUTH,SKU-79,01/03/21,71,2.941454204,-68.0585458
4573,3407,3407,Wh-4,SOUTH,SKU-44,01/03/21,176,8.139024436,-167.8609756
4572,3402,3402,Wh-4,SOUTH,SKU-434,01/03/21,12,20.90842403,8.908424025
4571,3397,3397,Wh-4,SOUTH,SKU-433,01/03/21,7,1.29639727,-5.70360273
4570,3392,3392,Wh-4,SOUTH,SKU-432,01/03/21,9,7.336266901,-1.663733099
4569,3387,3387,Wh-4,SOUTH,SKU-431,01/03/21,254,101.3622288,-152.6377712
4568,3382,3382,Wh-4,SOUTH,SKU-430,01/03/21,89,5.113219668,-83.88678033
4567,3377,3377,Wh-4,SOUTH,SKU-43,01/03/21,11,80.80630409,69.80630409
4566,3372,3372,Wh-4,SOUTH,SKU-429,01/03/21,5,9.288531961,4.288531961
4565,3367,3367,Wh-4,SOUTH,SKU-428,01/03/21,69,3.260402235,-65.73959776
4564,3362,3362,Wh-4,SOUTH,SKU-427,01/03/21,184,-3.065346633,-187.0653466
4563,3357,3357,Wh-4,SOUTH,SKU-426,01/03/21,136,-4.322684533,-140.3226845
4562,3352,3352,Wh-4,SOUTH,SKU-425,01/03/21,121,4.980944493,-116.0190555
4561,3347,3347,Wh-4,SOUTH,SKU-424,01/03/21,132,3.091942355,-128.9080576
4560,3342,3342,Wh-4,SOUTH,SKU-423,01/03/21,75,3.254411659,-71.74558834
4559,3337,3337,Wh-4,SOUTH,SKU-422,01/03/21,262,2.839373159,-259.1606268
4558,3332,3332,Wh-4,SOUTH,SKU-421,01/03/21,21,8.918543408,-12.08145659
4557,3327,3327,Wh-4,SOUTH,SKU-420,01/03/21,59,-40.99611879,-99.99611879
4556,3322,3322,Wh-4,SOUTH,SKU-42,01/03/21,177,14.1189883,-162.8810117
4555,3317,3317,Wh-4,SOUTH,SKU-419,01/03/21,14,3.242430506,-10.75756949
4554,3312,3312,Wh-4,SOUTH,SKU-418,01/03/21,90,8.043175214,-81.95682479
4553,3307,3307,Wh-4,SOUTH,SKU-417,01/03/21,86,3.254411659,-82.74558834
4552,3302,3302,Wh-4,SOUTH,SKU-416,01/03/21,21,7.570623121,-13.42937688
4551,3297,3297,Wh-4,SOUTH,SKU-41,01/03/21,356,4.501919328,-351.4980807
4550,3292,3292,Wh-4,SOUTH,SKU-406,01/03/21,219,3.428862115,-215.5711379
4549,3287,3287,Wh-4,SOUTH,SKU-404,01/03/21,177,15.20139325,-161.7986067
4548,3282,3282,Wh-4,SOUTH,SKU-40,01/03/21,431,47.82961916,-383.1703808
4547,3277,3277,Wh-4,SOUTH,SKU-4,01/03/21,152,27.07288952,-124.9271105
4574,3412,3412,Wh-4,SOUTH,SKU-45,01/03/21,57,22.84247611,-34.15752389
1677,442,442,Wh-2,EAST,SKU-239,01/03/21,82,3.585340843,-78.41465916
4575,3417,3417,Wh-4,SOUTH,SKU-46,01/03/21,97,14.89778353,-82.10221647
4577,3427,3427,Wh-4,SOUTH,SKU-5,01/03/21,817,21.28607158,-795.7139284
4605,3567,3567,Wh-4,SOUTH,SKU-78,01/03/21,121,39.46440031,-81.53559969
4604,3562,3562,Wh-4,SOUTH,SKU-77,01/03/21,66,14.19447363,-51.80552637
4603,3557,3557,Wh-4,SOUTH,SKU-76,01/03/21,21,1.067790379,-19.93220962
4602,3552,3552,Wh-4,SOUTH,SKU-74,01/03/21,58,6.04561896,-51.95438104
4601,3547,3547,Wh-4,SOUTH,SKU-73,01/03/21,26,-1.074022203,-27.0740222
4600,3542,3542,Wh-4,SOUTH,SKU-72,01/03/21,33,24.78251877,-8.21748123
4598,3532,3532,Wh-4,SOUTH,SKU-70,01/03/21,177,5.095006691,-171.9049933
4597,3527,3527,Wh-4,SOUTH,SKU-7,01/03/21,869,79.09506896,-789.904931
4596,3522,3522,Wh-4,SOUTH,SKU-69,01/03/21,457,-79.83605167,-536.8360517
4595,3517,3517,Wh-4,SOUTH,SKU-67,01/03/21,433,11.77253114,-421.2274689
4594,3512,3512,Wh-4,SOUTH,SKU-66,01/03/21,222,5.729786841,-216.2702132
4593,3507,3507,Wh-4,SOUTH,SKU-65,01/03/21,26,3.750684811,-22.24931519
4592,3502,3502,Wh-4,SOUTH,SKU-64,01/03/21,110,5.961268396,-104.0387316
4591,3497,3497,Wh-4,SOUTH,SKU-63,01/03/21,371,17.85121889,-353.1487811
4590,3492,3492,Wh-4,SOUTH,SKU-62,01/03/21,159,16.32933064,-142.6706694
4589,3487,3487,Wh-4,SOUTH,SKU-61,01/03/21,7280,0.114303445,-7279.885697
4588,3482,3482,Wh-4,SOUTH,SKU-60,01/03/21,2,1.50391652,-0.49608348
4587,3477,3477,Wh-4,SOUTH,SKU-6,01/03/21,18,0.294744478,-17.70525552
4586,3472,3472,Wh-4,SOUTH,SKU-59,01/03/21,429,6.181010046,-422.81899
4585,3467,3467,Wh-4,SOUTH,SKU-58,01/03/21,56,6.090910154,-49.90908985
4584,3462,3462,Wh-4,SOUTH,SKU-57,01/03/21,46,-10.75075569,-56.75075569
4583,3457,3457,Wh-4,SOUTH,SKU-56,01/03/21,1062,61.48827777,-1000.511722
4582,3452,3452,Wh-4,SOUTH,SKU-55,01/03/21,421,13.19473051,-407.8052695
4581,3447,3447,Wh-4,SOUTH,SKU-54,01/03/21,97,19.52144437,-77.47855563
4580,3442,3442,Wh-4,SOUTH,SKU-53,01/03/21,233,59.38291145,-173.6170886
4579,3437,3437,Wh-4,SOUTH,SKU-51,01/03/21,290,24.13455123,-265.8654488
4578,3432,3432,Wh-4,SOUTH,SKU-50,01/03/21,150,7.230828696,-142.7691713
4576,3422,3422,Wh-4,SOUTH,SKU-47,01/03/21,575,29.88518446,-545.1148155
1678,447,447,Wh-2,EAST,SKU-24,01/03/21,198,5.958393732,-192.0416063
1679,452,452,Wh-2,EAST,SKU-240,01/03/21,39,2.379284713,-36.62071529
1680,457,457,Wh-2,EAST,SKU-244,01/03/21,76,6.62911734,-69.37088266
1769,902,902,Wh-2,EAST,SKU-5,01/03/21,309,2.168649551,-306.8313504
1768,897,897,Wh-2,EAST,SKU-47,01/03/21,146,2.752147931,-143.2478521
1767,892,892,Wh-2,EAST,SKU-45,01/03/21,77,1.182093824,-75.81790618
1766,887,887,Wh-2,EAST,SKU-44,01/03/21,141,3.747810146,-137.2521899
1765,882,882,Wh-2,EAST,SKU-415,01/03/21,31,0.300735054,-30.69926495
1764,877,877,Wh-2,EAST,SKU-414,01/03/21,217,3.137233549,-213.8627665
1763,872,872,Wh-2,EAST,SKU-413,01/03/21,445,7.976555132,-437.0234449
1762,867,867,Wh-2,EAST,SKU-412,01/03/21,99,4.099585723,-94.90041428
1761,862,862,Wh-2,EAST,SKU-411,01/03/21,163,6.659070222,-156.3409298
1760,857,857,Wh-2,EAST,SKU-410,01/03/21,7,-13.63829471,-20.63829471
1759,852,852,Wh-2,EAST,SKU-41,01/03/21,370,76.00244347,-293.9975565
1758,847,847,Wh-2,EAST,SKU-409,01/03/21,94,48.96979925,-45.03020075
1757,842,842,Wh-2,EAST,SKU-408,01/03/21,78,-3.609785643,-81.60978564
1756,837,837,Wh-2,EAST,SKU-407,01/03/21,47,4.764560002,-42.23544
1755,832,832,Wh-2,EAST,SKU-406,01/03/21,93,9.580401775,-83.41959822
1754,827,827,Wh-2,EAST,SKU-405,01/03/21,21,34.19228944,13.19228944
1753,822,822,Wh-2,EAST,SKU-404,01/03/21,284,4.622937092,-279.3770629
1752,817,817,Wh-2,EAST,SKU-403,01/03/21,78,-0.132516422,-78.13251642
1751,812,812,Wh-2,EAST,SKU-40,01/03/21,85,15.66220544,-69.33779456
1750,807,807,Wh-2,EAST,SKU-4,01/03/21,44,3.128127061,-40.87187294
1749,802,802,Wh-2,EAST,SKU-399,01/03/21,48,17.69498141,-30.30501859
1748,797,797,Wh-2,EAST,SKU-392,01/03/21,13,87.1984318,74.1984318
1747,792,792,Wh-2,EAST,SKU-39,01/03/21,288,55.86706535,-232.1329346
1746,787,787,Wh-2,EAST,SKU-389,01/03/21,39,0.947496357,-38.05250364
1745,782,782,Wh-2,EAST,SKU-387,01/03/21,94,6.247388881,-87.75261112
1744,777,777,Wh-2,EAST,SKU-386,01/03/21,338,7.167565773,-330.8324342
1743,772,772,Wh-2,EAST,SKU-37,01/03/21,331,-108.6251816,-439.6251816
1770,907,907,Wh-2,EAST,SKU-50,01/03/21,30,2.261865356,-27.73813464
1742,767,767,Wh-2,EAST,SKU-361,01/03/21,7,0.911311652,-6.088688348
1771,912,912,Wh-2,EAST,SKU-51,01/03/21,263,3.558262625,-259.4417374
1773,922,922,Wh-2,EAST,SKU-56,01/03/21,304,12.10034441,-291.8996556
1800,1057,1057,Wh-2,EAST,SKU-97,01/03/21,49,16.64301184,-32.35698816
1799,1052,1052,Wh-2,EAST,SKU-9,01/03/21,391,6.054725448,-384.9452746
1798,1047,1047,Wh-2,EAST,SKU-89,01/03/21,237,2.322012367,-234.6779876
1797,1042,1042,Wh-2,EAST,SKU-88,01/03/21,341,12.26880429,-328.7311957
1796,1037,1037,Wh-2,EAST,SKU-87,01/03/21,73,6.734796792,-66.26520321
1795,1032,1032,Wh-2,EAST,SKU-86,01/03/21,92,6.322632957,-85.67736704
1794,1027,1027,Wh-2,EAST,SKU-84,01/03/21,452,14.82637911,-437.1736209
1793,1022,1022,Wh-2,EAST,SKU-82,01/03/21,20,-141.264444,-161.264444
1792,1017,1017,Wh-2,EAST,SKU-81,01/03/21,132,35.55412086,-96.44587914
1791,1012,1012,Wh-2,EAST,SKU-80,01/03/21,591,0.032586299,-590.9674137
1790,1007,1007,Wh-2,EAST,SKU-8,01/03/21,916,43.16235586,-872.8376441
1789,1002,1002,Wh-2,EAST,SKU-79,01/03/21,40,-1.591382995,-41.591383
1788,997,997,Wh-2,EAST,SKU-78,01/03/21,5,-285.6452751,-290.6452751
1787,992,992,Wh-2,EAST,SKU-77,01/03/21,101,-1.031846921,-102.0318469
1786,987,987,Wh-2,EAST,SKU-76,01/03/21,1512,4.475806101,-1507.524194
1785,982,982,Wh-2,EAST,SKU-73,01/03/21,21,8.91830216,-12.08169784
1784,977,977,Wh-2,EAST,SKU-72,01/03/21,70,-1.796027581,-71.79602758
1783,972,972,Wh-2,EAST,SKU-71,01/03/21,310,65.06262275,-244.9373772
